Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,adm,IMPACT ACAD ARTS/TECHNOLOGY,Asian,6
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,app,IMPACT ACAD ARTS/TECHNOLOGY,Asian,8
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,enr,IMPACT ACAD ARTS/TECHNOLOGY,Hispanic/ Latino,17
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,adm,IMPACT ACAD ARTS/TECHNOLOGY,Hispanic/ Latino,21
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,app,IMPACT ACAD ARTS/TECHNOLOGY,Hispanic/ Latino,28
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,enr,IMPACT ACAD ARTS/TECHNOLOGY,All,27
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,adm,IMPACT ACAD ARTS/TECHNOLOGY,All,35
IMPACT ACAD ARTS/TECHNOLOGY54255,Hayward,Alameda,app,IMPACT ACAD ARTS/TECHNOLOGY,All,48
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,enr,IMPERIAL HIGH SCHOOL,White,5
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,adm,IMPERIAL HIGH SCHOOL,White,5
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,app,IMPERIAL HIGH SCHOOL,White,6
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,enr,IMPERIAL HIGH SCHOOL,Hispanic/ Latino,10
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,adm,IMPERIAL HIGH SCHOOL,Hispanic/ Latino,15
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,app,IMPERIAL HIGH SCHOOL,Hispanic/ Latino,22
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,enr,IMPERIAL HIGH SCHOOL,All,18
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,adm,IMPERIAL HIGH SCHOOL,All,24
IMPERIAL HIGH SCHOOL51240,Imperial,Imperial,app,IMPERIAL HIGH SCHOOL,All,32
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,enr,INDEPENDENCE HIGH SCHOOL,Domestic Unknown,
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,adm,INDEPENDENCE HIGH SCHOOL,Domestic Unknown,
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,app,INDEPENDENCE HIGH SCHOOL,Domestic Unknown,6
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,enr,INDEPENDENCE HIGH SCHOOL,Asian,56
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,adm,INDEPENDENCE HIGH SCHOOL,Asian,87
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,app,INDEPENDENCE HIGH SCHOOL,Asian,123
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,enr,INDEPENDENCE HIGH SCHOOL,Hispanic/ Latino,
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,adm,INDEPENDENCE HIGH SCHOOL,Hispanic/ Latino,9
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,app,INDEPENDENCE HIGH SCHOOL,Hispanic/ Latino,22
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,enr,INDEPENDENCE HIGH SCHOOL,African American,
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,adm,INDEPENDENCE HIGH SCHOOL,African American,4
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,app,INDEPENDENCE HIGH SCHOOL,African American,5
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,enr,INDEPENDENCE HIGH SCHOOL,All,63
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,adm,INDEPENDENCE HIGH SCHOOL,All,109
INDEPENDENCE HIGH SCHOOL53087,San Jose,Santa Clara,app,INDEPENDENCE HIGH SCHOOL,All,161
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,enr,INDEPENDENCE HIGH SCHOOL,White,
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,adm,INDEPENDENCE HIGH SCHOOL,White,3
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,app,INDEPENDENCE HIGH SCHOOL,White,5
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,enr,INDEPENDENCE HIGH SCHOOL,Asian,6
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,adm,INDEPENDENCE HIGH SCHOOL,Asian,10
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,app,INDEPENDENCE HIGH SCHOOL,Asian,13
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,enr,INDEPENDENCE HIGH SCHOOL,Hispanic/ Latino,9
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,adm,INDEPENDENCE HIGH SCHOOL,Hispanic/ Latino,16
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,app,INDEPENDENCE HIGH SCHOOL,Hispanic/ Latino,28
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,enr,INDEPENDENCE HIGH SCHOOL,All,17
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,adm,INDEPENDENCE HIGH SCHOOL,All,29
INDEPENDENCE HIGH SCHOOL54242,Bakersfield,Kern,app,INDEPENDENCE HIGH SCHOOL,All,49
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,enr,INDERKUM HIGH SCHOOL,White,
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,adm,INDERKUM HIGH SCHOOL,White,
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,app,INDERKUM HIGH SCHOOL,White,7
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,enr,INDERKUM HIGH SCHOOL,Asian,19
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,adm,INDERKUM HIGH SCHOOL,Asian,35
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,app,INDERKUM HIGH SCHOOL,Asian,49
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,enr,INDERKUM HIGH SCHOOL,Hispanic/ Latino,11
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,adm,INDERKUM HIGH SCHOOL,Hispanic/ Latino,18
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,app,INDERKUM HIGH SCHOOL,Hispanic/ Latino,30
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,enr,INDERKUM HIGH SCHOOL,African American,8
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,adm,INDERKUM HIGH SCHOOL,African American,16
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,app,INDERKUM HIGH SCHOOL,African American,26
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,enr,INDERKUM HIGH SCHOOL,All,41
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,adm,INDERKUM HIGH SCHOOL,All,73
INDERKUM HIGH SCHOOL53028,Sacramento,Sacramento,app,INDERKUM HIGH SCHOOL,All,115
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,enr,INDIAN SPRINGS HIGH SCHOOL,Asian,3
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,adm,INDIAN SPRINGS HIGH SCHOOL,Asian,4
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,app,INDIAN SPRINGS HIGH SCHOOL,Asian,8
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,enr,INDIAN SPRINGS HIGH SCHOOL,Hispanic/ Latino,13
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,adm,INDIAN SPRINGS HIGH SCHOOL,Hispanic/ Latino,24
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,app,INDIAN SPRINGS HIGH SCHOOL,Hispanic/ Latino,46
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,enr,INDIAN SPRINGS HIGH SCHOOL,African American,
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,adm,INDIAN SPRINGS HIGH SCHOOL,African American,3
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,app,INDIAN SPRINGS HIGH SCHOOL,African American,8
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,enr,INDIAN SPRINGS HIGH SCHOOL,All,18
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,adm,INDIAN SPRINGS HIGH SCHOOL,All,35
INDIAN SPRINGS HIGH SCHOOL54605,San Bernardino,San Bernardino,app,INDIAN SPRINGS HIGH SCHOOL,All,69
INDIO HIGH SCHOOL51247,Indio,Riverside,enr,INDIO HIGH SCHOOL,Hispanic/ Latino,29
INDIO HIGH SCHOOL51247,Indio,Riverside,adm,INDIO HIGH SCHOOL,Hispanic/ Latino,43
INDIO HIGH SCHOOL51247,Indio,Riverside,app,INDIO HIGH SCHOOL,Hispanic/ Latino,75
INDIO HIGH SCHOOL51247,Indio,Riverside,enr,INDIO HIGH SCHOOL,All,31
INDIO HIGH SCHOOL51247,Indio,Riverside,adm,INDIO HIGH SCHOOL,All,49
INDIO HIGH SCHOOL51247,Indio,Riverside,app,INDIO HIGH SCHOOL,All,85
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,enr,INGLEWOOD HIGH SCHOOL,Hispanic/ Latino,8
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,adm,INGLEWOOD HIGH SCHOOL,Hispanic/ Latino,13
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,app,INGLEWOOD HIGH SCHOOL,Hispanic/ Latino,28
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,enr,INGLEWOOD HIGH SCHOOL,African American,
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,adm,INGLEWOOD HIGH SCHOOL,African American,4
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,app,INGLEWOOD HIGH SCHOOL,African American,14
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,enr,INGLEWOOD HIGH SCHOOL,All,10
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,adm,INGLEWOOD HIGH SCHOOL,All,17
INGLEWOOD HIGH SCHOOL51260,Inglewood,Los Angeles,app,INGLEWOOD HIGH SCHOOL,All,43
INSPIRE SCHOOL OF ARTS SCIENCE54416,Chico,Butte,enr,INSPIRE SCHOOL OF ARTS SCIENCE,White,
INSPIRE SCHOOL OF ARTS SCIENCE54416,Chico,Butte,adm,INSPIRE SCHOOL OF ARTS SCIENCE,White,7
INSPIRE SCHOOL OF ARTS SCIENCE54416,Chico,Butte,app,INSPIRE SCHOOL OF ARTS SCIENCE,White,7
INSPIRE SCHOOL OF ARTS SCIENCE54416,Chico,Butte,enr,INSPIRE SCHOOL OF ARTS SCIENCE,All,4
INSPIRE SCHOOL OF ARTS SCIENCE54416,Chico,Butte,adm,INSPIRE SCHOOL OF ARTS SCIENCE,All,9
INSPIRE SCHOOL OF ARTS SCIENCE54416,Chico,Butte,app,INSPIRE SCHOOL OF ARTS SCIENCE,All,11
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,enr,INTERNATIONAL POLYTECHNIC HS,Asian,4
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,adm,INTERNATIONAL POLYTECHNIC HS,Asian,6
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,app,INTERNATIONAL POLYTECHNIC HS,Asian,20
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,enr,INTERNATIONAL POLYTECHNIC HS,Hispanic/ Latino,4
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,adm,INTERNATIONAL POLYTECHNIC HS,Hispanic/ Latino,12
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,app,INTERNATIONAL POLYTECHNIC HS,Hispanic/ Latino,30
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,enr,INTERNATIONAL POLYTECHNIC HS,All,8
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,adm,INTERNATIONAL POLYTECHNIC HS,All,20
INTERNATIONAL POLYTECHNIC HS52508,Pomona,Los Angeles,app,INTERNATIONAL POLYTECHNIC HS,All,56
INTERNATIONAL STUDIES L.C.54028,South Gate,Los Angeles,enr,INTERNATIONAL STUDIES L.C.,Hispanic/ Latino,9
INTERNATIONAL STUDIES L.C.54028,South Gate,Los Angeles,adm,INTERNATIONAL STUDIES L.C.,Hispanic/ Latino,20
INTERNATIONAL STUDIES L.C.54028,South Gate,Los Angeles,app,INTERNATIONAL STUDIES L.C.,Hispanic/ Latino,35
INTERNATIONAL STUDIES L.C.54028,South Gate,Los Angeles,enr,INTERNATIONAL STUDIES L.C.,All,10
INTERNATIONAL STUDIES L.C.54028,South Gate,Los Angeles,adm,INTERNATIONAL STUDIES L.C.,All,21
INTERNATIONAL STUDIES L.C.54028,South Gate,Los Angeles,app,INTERNATIONAL STUDIES L.C.,All,36
IRVINE HIGH SCHOOL51271,Irvine,Orange,enr,IRVINE HIGH SCHOOL,Inter- national,
IRVINE HIGH SCHOOL51271,Irvine,Orange,adm,IRVINE HIGH SCHOOL,Inter- national,5
IRVINE HIGH SCHOOL51271,Irvine,Orange,app,IRVINE HIGH SCHOOL,Inter- national,5
IRVINE HIGH SCHOOL51271,Irvine,Orange,enr,IRVINE HIGH SCHOOL,White,5
IRVINE HIGH SCHOOL51271,Irvine,Orange,adm,IRVINE HIGH SCHOOL,White,11
IRVINE HIGH SCHOOL51271,Irvine,Orange,app,IRVINE HIGH SCHOOL,White,23
IRVINE HIGH SCHOOL51271,Irvine,Orange,enr,IRVINE HIGH SCHOOL,Asian,55
IRVINE HIGH SCHOOL51271,Irvine,Orange,adm,IRVINE HIGH SCHOOL,Asian,101
IRVINE HIGH SCHOOL51271,Irvine,Orange,app,IRVINE HIGH SCHOOL,Asian,146
IRVINE HIGH SCHOOL51271,Irvine,Orange,enr,IRVINE HIGH SCHOOL,Hispanic/ Latino,
IRVINE HIGH SCHOOL51271,Irvine,Orange,adm,IRVINE HIGH SCHOOL,Hispanic/ Latino,5
IRVINE HIGH SCHOOL51271,Irvine,Orange,app,IRVINE HIGH SCHOOL,Hispanic/ Latino,15
IRVINE HIGH SCHOOL51271,Irvine,Orange,enr,IRVINE HIGH SCHOOL,All,67
IRVINE HIGH SCHOOL51271,Irvine,Orange,adm,IRVINE HIGH SCHOOL,All,133
IRVINE HIGH SCHOOL51271,Irvine,Orange,app,IRVINE HIGH SCHOOL,All,203
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,Inter- national,
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,Inter- national,5
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,Inter- national,6
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,White,4
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,White,9
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,White,19
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,Asian,107
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,Asian,185
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,Asian,240
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,Hispanic/ Latino,4
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,Hispanic/ Latino,4
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,Hispanic/ Latino,11
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,enr,IRVINGTON HIGH SCHOOL,All,126
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,adm,IRVINGTON HIGH SCHOOL,All,217
IRVINGTON HIGH SCHOOL50968,Fremont,Alameda,app,IRVINGTON HIGH SCHOOL,All,293
IVY ACADEMIA54234,West Hills,Los Angeles,enr,IVY ACADEMIA,All,
IVY ACADEMIA54234,West Hills,Los Angeles,adm,IVY ACADEMIA,All,5
IVY ACADEMIA54234,West Hills,Los Angeles,app,IVY ACADEMIA,All,8
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,enr,JAMES A GARFIELD HIGH SCHOOL,Domestic Unknown,
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,adm,JAMES A GARFIELD HIGH SCHOOL,Domestic Unknown,
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,app,JAMES A GARFIELD HIGH SCHOOL,Domestic Unknown,5
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,enr,JAMES A GARFIELD HIGH SCHOOL,Hispanic/ Latino,29
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,adm,JAMES A GARFIELD HIGH SCHOOL,Hispanic/ Latino,66
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,app,JAMES A GARFIELD HIGH SCHOOL,Hispanic/ Latino,154
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,enr,JAMES A GARFIELD HIGH SCHOOL,All,30
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,adm,JAMES A GARFIELD HIGH SCHOOL,All,69
JAMES A GARFIELD HIGH SCHOOL51635,Los Angeles,Los Angeles,app,JAMES A GARFIELD HIGH SCHOOL,All,161
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,enr,JAMES C ENOCHS HIGH SCHOOL,White,11
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,adm,JAMES C ENOCHS HIGH SCHOOL,White,17
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,app,JAMES C ENOCHS HIGH SCHOOL,White,24
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,enr,JAMES C ENOCHS HIGH SCHOOL,Asian,15
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,adm,JAMES C ENOCHS HIGH SCHOOL,Asian,27
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,app,JAMES C ENOCHS HIGH SCHOOL,Asian,34
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,enr,JAMES C ENOCHS HIGH SCHOOL,Hispanic/ Latino,11
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,adm,JAMES C ENOCHS HIGH SCHOOL,Hispanic/ Latino,18
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,app,JAMES C ENOCHS HIGH SCHOOL,Hispanic/ Latino,30
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,enr,JAMES C ENOCHS HIGH SCHOOL,All,43
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,adm,JAMES C ENOCHS HIGH SCHOOL,All,69
JAMES C ENOCHS HIGH SCHOOL54043,Modesto,Stanislaus,app,JAMES C ENOCHS HIGH SCHOOL,All,97
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,enr,JAMES LICK HIGH SCHOOL,Asian,5
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,adm,JAMES LICK HIGH SCHOOL,Asian,9
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,app,JAMES LICK HIGH SCHOOL,Asian,16
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,enr,JAMES LICK HIGH SCHOOL,Hispanic/ Latino,9
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,adm,JAMES LICK HIGH SCHOOL,Hispanic/ Latino,11
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,app,JAMES LICK HIGH SCHOOL,Hispanic/ Latino,15
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,enr,JAMES LICK HIGH SCHOOL,All,15
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,adm,JAMES LICK HIGH SCHOOL,All,21
JAMES LICK HIGH SCHOOL53090,San Jose,Santa Clara,app,JAMES LICK HIGH SCHOOL,All,33
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,White,6
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,White,10
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,White,11
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,Asian,59
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,Asian,103
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,Asian,175
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,Hispanic/ Latino,5
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,Hispanic/ Latino,18
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,Hispanic/ Latino,48
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,African American,3
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,African American,3
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,African American,11
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,enr,JAMES LOGAN HIGH SCHOOL,All,77
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,adm,JAMES LOGAN HIGH SCHOOL,All,139
JAMES LOGAN HIGH SCHOOL50969,Union City,Alameda,app,JAMES LOGAN HIGH SCHOOL,All,252
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,enr,JAMES MADISON HIGH SCHOOL,White,
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,adm,JAMES MADISON HIGH SCHOOL,White,
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,app,JAMES MADISON HIGH SCHOOL,White,8
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,enr,JAMES MADISON HIGH SCHOOL,Asian,6
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,adm,JAMES MADISON HIGH SCHOOL,Asian,10
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,app,JAMES MADISON HIGH SCHOOL,Asian,13
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,enr,JAMES MADISON HIGH SCHOOL,Hispanic/ Latino,5
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,adm,JAMES MADISON HIGH SCHOOL,Hispanic/ Latino,13
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,app,JAMES MADISON HIGH SCHOOL,Hispanic/ Latino,17
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,enr,JAMES MADISON HIGH SCHOOL,All,13
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,adm,JAMES MADISON HIGH SCHOOL,All,28
JAMES MADISON HIGH SCHOOL52853,San Diego,San Diego,app,JAMES MADISON HIGH SCHOOL,All,44
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,enr,JAMES MONROE HIGH SCHOOL,Asian,4
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,adm,JAMES MONROE HIGH SCHOOL,Asian,10
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,app,JAMES MONROE HIGH SCHOOL,Asian,11
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,enr,JAMES MONROE HIGH SCHOOL,Hispanic/ Latino,13
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,adm,JAMES MONROE HIGH SCHOOL,Hispanic/ Latino,33
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,app,JAMES MONROE HIGH SCHOOL,Hispanic/ Latino,59
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,enr,JAMES MONROE HIGH SCHOOL,All,17
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,adm,JAMES MONROE HIGH SCHOOL,All,45
JAMES MONROE HIGH SCHOOL52902,North Hills,Los Angeles,app,JAMES MONROE HIGH SCHOOL,All,79
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,enr,JEFFERSON HIGH SCHOOL,Asian,12
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,adm,JEFFERSON HIGH SCHOOL,Asian,14
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,app,JEFFERSON HIGH SCHOOL,Asian,25
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,enr,JEFFERSON HIGH SCHOOL,Hispanic/ Latino,3
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,adm,JEFFERSON HIGH SCHOOL,Hispanic/ Latino,5
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,app,JEFFERSON HIGH SCHOOL,Hispanic/ Latino,10
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,enr,JEFFERSON HIGH SCHOOL,All,18
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,adm,JEFFERSON HIGH SCHOOL,All,22
JEFFERSON HIGH SCHOOL50720,Daly City,San Mateo,app,JEFFERSON HIGH SCHOOL,All,39
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,enr,JESSE M BETHEL HIGH SCHOOL,Asian,10
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,adm,JESSE M BETHEL HIGH SCHOOL,Asian,17
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,app,JESSE M BETHEL HIGH SCHOOL,Asian,28
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,enr,JESSE M BETHEL HIGH SCHOOL,Hispanic/ Latino,6
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,adm,JESSE M BETHEL HIGH SCHOOL,Hispanic/ Latino,8
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,app,JESSE M BETHEL HIGH SCHOOL,Hispanic/ Latino,15
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,enr,JESSE M BETHEL HIGH SCHOOL,African American,
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,adm,JESSE M BETHEL HIGH SCHOOL,African American,
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,app,JESSE M BETHEL HIGH SCHOOL,African American,9
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,enr,JESSE M BETHEL HIGH SCHOOL,All,16
JESSE M BETHEL HIGH SCHOOL53690,Vallejo,Solano,adm,JESSE M BETHEL HIGH SCHOOL,All,27
